IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n22;20;21;34;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['avia, ilngraudu kviešu milti {78g**}, rivētā mocarella\ni ga} rivēts ementāl siers {piens}, kaltētu tomātu gabaliņi\nant linsēklas {6g**}, extra virgin olīveļļa {4g**}, sezama sēklas\nnama sāls, raugs, mieža iesala ekstrakts, provansas garšaugi\n"2 100g produkta ražošanai.\n\n'];4;2;['rivētā mocarella', 'piens', 'rivēts Ementāl siers', 'piens'];['mocarella', 'siers'];2;2;0;['mocarella', 'siers'];['piens', 'piens'];[]
n24;36;36;58;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];[': kviešu milti, piena šokolāde 20% {cukurs, , pilnpiena\npulveris, kakao masa, emulgators e322 {sojas}, nehidrogenētas augu eļļas {palmu,\nsaulespuķu}, cukurs, auzu milti, baltā šokolade 6% {cukurs, zinam „pulveris, kakao\nsviests, malpiena pulveris, emulgators e322 {sojas}, pamatā: tumšā šokolāde 6%\n{cukurs, kakao masa, glikozes sīrups, , emulgators e322 {sojas},\nglikozes-fruktozes sīrups, lati sals, irdinātāji: e450, £500, ed var. 100g produkta uzturvērtība: enerģētiskā vērtība 2134 kj/ 510 kcal, tauki\n\n'];5;3;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['pilnpiena pulveris', 'piena', 'sviests'];2;3;1;['pilnpiena pulveris', 'piena'];['pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['sviests']
n26;26;26;50;['kviešu milti', 'cukurs', 'margarīns', 'palmu eļļa', 'rapšu eļļa', 'ūdens', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'aromatizētājs', 'krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukurs', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti kviešu milti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs'];[' {alergēni ir norādīti slīprakstā}: kviešu milti, ā\n/ cukurs, margarīns {palmu eļa, rapšu ea, ūdens, emulgatori\ne322 {sojas lecitīns} un e471, sāls, skābuma regulētājs e330,\nvibrants krāsviela e160a}, ūdens, olas, raugs, invertcukurs,\ns muga oi e322 {sojas lecitīns} un e471, ts pulveris, fermentēti\nkviešu milti, sāls, miežu iesala milti, kviešu iesala milti, aromatizētājs.\n\n'];2;1;['olas', 'pilnpiena pulveris'];['olas'];1;1;0;['olas'];['pilnpiena pulveris'];[]
n27;54;54;131;['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi un diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un diacetilvīnskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'sāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs bazilika'];[':\nkviešu miiti, margarīns {palmu tauki un eļļa, ūdens, emulgators taukskābju monoglicerīdi un\ndiglicerīdi, sāls, konservants kālija sorbāts, skābuma regulētājs citronskābe, aromatizētājs,\nkrāsviela karotīni}, augu tauku putukrējums {ūdens, pilnīgi hidrogenēti augu tauki un eļļas\n{palmu, rapšu, saulespuķu, kukurūzas, sojas}, cukurs, stabilizētāji {sorbīta sīrups, ciete}, piena\nolbaltumvielas, emulgatori {taukskābju monoglicerīdu un diglicerīdu monoacetilvinskābes un\ndiacetilvīnskābes esteri, sojas lecitīni, taukskābju monoglicerīdu un diglicerīdu pienskābes esteri},\nsāls, aromatizētājs, krāsviela beta-karotīns}, ūdens, kukurūzas ciete, garšviela {cukurs, sāls, sīpolu\npulveris, aromatizētāji {satur krāsvielu paprikas ekstraktu}, ķiploku pulveris, garšas pastiprinātāji\n{mononātrija glutamāts, dinātrija 5 ribonukleotīdi}, skābuma regulētājs citronskābe, maltodekstrīns,\ntomātu pulveris, pilnīgi hidrogenēta rapšu eļļa, krāsviela paprikas ekstrakts, antioksidants\nrozmarīna ekstrakts}, sāls, cukurs, kaltēti tomāti 0,28%, kaltēts baziliks 0,14%, aromatizētājs\nbazilika. var.c. riekstu daļiņas. uzglabāt: 18+/-5"c temperatūrā.\n100 g produkta uzturvērtība: enerģētiskā vērtība — 2148 kj/ 515 kcal, tauki - 32 g tostarp\n\n'];1;1;['piena olbaltumvielas'];['piena'];1;0;0;['piena'];[];[]
n28;34;34;49;['kviešu milti', 'margarīns', 'augu eļļa', 'palmu', 'rapšu', 'ūdens', 'pārtikas sāls', 'emulgātori', 'sojas lecitīns', 'taukskābju monoglicerīdi un diglicerīdi', 'konservants', 'kālija sorbāts', '<', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'sviesta', 'pārtikas krāsviela', 'beta karotīns', 'rapšu eļļa', 'siers', 'govs piens', 'pārtikas sāls', 'konservants', 'e252', 'siera ieraugs', 'ferments', 'renīns', 'pārtikas krāsviela', 'beta karotīns', 'olu masa', 'sāls', 'kartupeļu ciete', 'cukurs'];[': kviešu milti, margarīns {augu eļļas 80%\n{palmu, rapšu}, ūdens, pārtikas sāls, emulgātori: {sojas\nlecitīns, taukskābju monoglicerīdi un diglicerīdi},\nkonservants: kālija sorbāts {<1%}, skābuma regulētājs:\ncitronskābe, dabīgs aromatizētājs: sviesta, pārtikas\nkrāsviela: beta karotīns}, rapšu eļļa, siers {14%} {govs\npiens, pārtikas sāls, konservants: e252, siera ieraugs,\n— ferments {renīns}, pārtikas krāsviela: beta karotīns}, olu\nmasa, sāls {2%}, kartupeļu ciete, cukurs. var. uzglabāt\n\n'];6;6;['sviesta', 'siers', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];['govs piens', 'sviesta', 'siers', 'siera', 'renīns', 'olu'];6;0;0;['govs piens', 'sviesta', 'siers', 'renīns', 'siera', 'olu'];[];[]
n32;5;5;11;['kūpinātas reņģes', 'clupea harengus membras', 'baltijas jūra', 'rapšu eļļa', 'pārtikas sāls'];[': kūpinātas reņģes\n{68%} {clupea harengus\n"membras, baltijas jūra}, rapšu\nceļa {31%}, pārtikas sāls {1 4\n\n'];2;1;['kūpinātas reņģes', 'Clupea harengus membras'];['reņģes'];1;1;0;['reņģes'];['Clupea harengus membras'];[]
n33;3;3;14;['tuncis', 'olīveļļa', 'pārtikas sāls'];[': tuncis**, olīveļļa, pārtikas sāls.\na aaa a a a a a t n aa ae na,\n\n'];1;1;['tuncis'];['tuncis'];1;0;0;['tuncis'];[];[]
n37;5;5;11;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji: karagināns,\npalieli, nācija est, viet kz un rašaras iztur satītu\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n38;5;5;8;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji\nkaragināns, polifosfāti, nātrija fosfāti. izlietot līdz un\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n40;28;28;37;['ūdens', 'rapšu eļļa', 'marinēti dārzeņi', 'gurķi', 'burkāni', 'sīpoli', 'paprika', 'ziedkāposti', 'etiķis', 'aromatizētāji', 'cukurs', 'modificēta ciete', 'vājpiena pulveris', 'sinepes', 'olu dzeltenuma masa', 'jodēts sāls', 'skābuma regulētājs', 'etiķskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns', 'aromatizētājs', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa\nmarinēti dārzeņi {gurķi, burkāni\nsīpoli, paprika, ziedkāposti. etikis,\naromatizētāji}, cukurs,\nmodificēta ciete, vājpiena\npulveris, sinepes. olu\ndzeltenuma masa, jodēts sāls.\nskābuma regulētājs {etikskābe}\nbiezinātājs {ksantāna sveki}\nkonservants {kālija sorbāts,\nkrāsviela {beta -karotīns}\naromatizētājs, antioksidants\n{e385}. sms s\n\n'];2;2;['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena pulveris', 'olu'];2;0;0;['vājpiena pulveris', 'olu'];[];[]
n41;28;28;32;['rapšu eļļa', 'ūdens', 'tomātu pasta', 'cukurs', 'etiķis', 'garšvielu maisījums', 'maltodekstrīns', 'sāls', 'sīpoli', 'cukurs', 'rauga ekstrakts', 'garšvielas', 'paprika', 'burkāni', 'pastinaks', 'aromatizētājs', 'sūkalu pulveris', 'skābuma regulētājs etiķskābe', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'sinepju pulveris', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'konservants kālija sorbāts', 'krāsviela paprikas ekstrakts', 'antioksidants e385'];[': rapšu eļļa, ūdens, tomātu\npasta 15%, cukurs, etiķis, garšvielu\ncukurs, rauga ekstrakts, varis a\nakota burkāni, pastinaks, aromatizētājs,\nsūkalu pulveris, skābuma regulētājs\nmodificēta ciete, sāls, sinepju pulveris,\nstabilizētāji {ksantāna, guāra sveķi}\nkonservants kālija sarbāts, krāsviela\n\n'];2;1;['sūkalu pulveris', 'olu dzeltenuma pulveris'];['sūkalu pulveris'];1;1;0;['sūkalu pulveris'];['olu dzeltenuma pulveris'];[]
