IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n22;20;21;89;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['y ģe tomātu 8 mocarellas 4\na zonde eezeeedneeeeeeeeeneee dzene *\nļ b = pilngraudu sausmaizītes ar extra vircin olīveļļu {4%} e-\nē ee ilngraudu kviešu milti {78g**}, rivētā mocarella š\nk a ž { ga} rivēts ementāl siers {piens}, kaltētu tomātu gabaliņi j\n4 3} linsēklas {6g**}, extra virgin olīveļļa {4g**}, sezama sēklas\nna ikompuras sāls, raugs, mieža iesala ekstrakts, provansas garšaugi 4\n= "2 100g produkta ražošanai. 4 a\n|d , 4\nf vidēja uzturvērtība 100g mērv. |\nbo tmerģetiskā vērtība ———————————————171610/409 6: mm.\nmauka _\n| tostarp piesātinātāstaukskābes — 37g | v ad\nogļhidrāti a\nbb tostarn eiibiei 14\n\n'];4;2;['rivētā mocarella', 'piens', 'rivēts Ementāl siers', 'piens'];['mocarella', 'siers'];2;2;0;['mocarella', 'siers'];['piens', 'piens'];[]
n24;36;36;100;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];['m j ī\ni „—— pre ber } m a a ķ ž"\nkā m vruisjaj |10 a ma a ea\nuu dz as. 1 jy 128 =vande i 601 iš g\nst. toodetud ienakoluma atvēr zlietot 7 d snuu laikā užglabs: sausā, no saules a pasargāta uab „rimi lietuva”, g.6-1,lt 0}\nm! i teta raza derlandē pēc īpas ūtijuma. >okolades izcelsme: e5. izplatītajs\neesti tood vieta. nazots „pec ipasa pasutit rīga, lv:\n: ee a» im latvia, a. deglava iela : « lv-1021. bezmaksas tālrunis\nkaeton tests: el rs aa tes 180. .\nna\n- —\n— m\n- ā -\n. a —_ ph —\nā ā\n\n'];5;0;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];[];0;5;0;[];['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];[]
n26;26;26;102;['kviešu milti', 'cukurs', 'margarīns', 'palmu eļļa', 'rapšu eļļa', 'ūdens', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'aromatizētājs', 'krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukurs', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti kviešu milti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs'];[' {alergēni ir norādīti slīprakstā}: kviešu milti, data\n" cukurs, margarīns {palmu eļa, rapšu cija ūdens, emulgatori a\n| e322 {sojas lecitīns} un e471, sāls, skābuma regulētājs e330, "4\n| vbiakbrumriri ss krāsviela e160a}, ūdens, olas, raugs, invertcukurs, %\nlugai e322 {sojas lecitīns} un e471, aimgena pulveris, fermentēti v\nā kviešu milti, sāls, miežu iesala milti, kviešu iesala milti, aromatizētājs. +.\n| paziņojums par uzturvērtību {100 g}: enerģētiskā vērtība\n| 1841 kj /440 kcal, tauki 21 g, -tostarp varme taukskābes 9,63 g, |\n| ogļhidrāti 50 ž -tostarp cukuri 20,7 g, šķiedrvielas 2,3 g,\nolbaltumvielas 6,4 g, sāls 0,90 g. |\nneto daudzums: 85 g c\npie temperatūras ne augstākas par 25 c izlietot līdz:\n\n'];2;1;['olas', 'pilnpiena pulveris'];['olas'];1;1;0;['olas'];['pilnpiena pulveris'];[]
n27;54;54;201;['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi un diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un diacetilvīnskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'sāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs bazilika'];[': 5\nkviešu milti, margarīns {palmu tauki un eļļa, ūdens, emulgators taukskābju monoglicerīdi un +a e\ndiglicerīdi, sāls, konservants kālija sorbāts, skābuma regulētājs citronskābe, aromatizētājs, a }\nkrāsviela karotīni}, augu tauku putukrējums {ūdens, pilnīgi hidrogenēti augu tauki un eļļas mm mm ao\n{palmu, rapšu, saulespuķu, kukurūzas, sojas}, cukurs, stabilizētāji {sorbīta sīrups, ciete}, piena a\nolbaltumvielas, emulgatori {taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un a\ndiacetilvinskābes esteri, sojas iecitīni, taukskābju monoglicerīdu un diglicerīdu pienskābes esteri}, ta 1\nsāls, aromatizētājs, krāsviela beta-karotīns}, ūdens, kukurūzas ciete, garšviela {cukurs, sāls, sīpolu | mj\npulveris, aromatizētāji {satur krāsvielu paprikas ekstraktu}, ķiploku pulveris, garšas pastiprinātāji 1-4\n{mononātrija glutamāts, dinātrija 5 ribonukleotīdi}, skābuma regulētājs citronskābe, maltodekstrīns, 4\n\n: tomātu pulveris, pilnīgi hidrogenēta rapšu eļļa, krāsviela paprikas ekstrakts, antioksidants = \'\nrozmarīna ekstrakts}, sāls, cukurs, kaltēti tomāti 0,28%, kaltēts baziliks 0,14%, aromatizētājs |\nbazilika. var.c. riekstu daļiņas. uzglabāt: 18+/-5"c temperatūrā. ,\n100 g produkta uzturvērtība: enerģētiskā vērtība — 2148 kj/ 515 kcal, tauki - 32 g {tostarp a |\npiesātinātās taukskābes — 199}, ogļhidrāti  50g {tostarp cukuri 3,49}, olbaltumvielas —6,7 g, %\nsāls — 2,3 g. * ieteicamā deva vidusmēra pieaugušajam {e2400 k} vai 2000 kcal },**1 porcija satur m8\naptuveni 5 g. šis iepakojums satur = 35 porcijas. ražotājs: sia „orkla latvija", miera iela 22, a.\nrīga, lv-1001, latvija. tālrunis atsauksmēm +37167080700. www.staburadze.lv |\nmw para āā\n\n'];1;1;['piena olbaltumvielas'];['piena'];1;0;0;['piena'];[];[]
n28;34;34;102;['kviešu milti', 'margarīns', 'augu eļļa', 'palmu', 'rapšu', 'ūdens', 'pārtikas sāls', 'emulgātori', 'sojas lecitīns', 'taukskābju monoglicerīdi un diglicerīdi', 'konservants', 'kālija sorbāts', '<', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'sviesta', 'pārtikas krāsviela', 'beta karotīns', 'rapšu eļļa', 'siers', 'govs piens', 'pārtikas sāls', 'konservants', 'e252', 'siera ieraugs', 'ferments', 'renīns', 'pārtikas krāsviela', 'beta karotīns', 'olu masa', 'sāls', 'kartupeļu ciete', 'cukurs'];['a ” j s } €\njr }\n: lv nmamut ā ā k m t\n" . av ā\n: s ? , $1! sj 2\n« j 0 \' n ieit 41t din 6 17 pelēki m 2 bc\nžt n 29} } ūm {4 š ž mo n ž < g š z\nv y | vai a 3 1 ss\nš : =\n| ē | siers e5970} 100.\ni "\nā : iera 16 \'\nša : :\na - ā ģ\n„ m $ :\n5 ž a | p a , , :\n"ad a «| :\nā 8 ļ\n= te sas "az 4\nse a ——— |\nm 4.\nga d |\n= * as . 1 :\nv tu :\nšā a 4 /\na ļ ce\n8}\n| , ā\n4\n|\n|\ni\nļ :\n4 ”\n.\n\n'];6;1;['sviesta', 'siers', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];['siers'];1;5;0;['siers'];['sviesta', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];[]
n32;5;5;53;['kūpinātas reņģes', 'clupea harengus membras', 'baltijas jūra', 'rapšu eļļa', 'pārtikas sāls'];['} m 0 ot | | a\nbalke mmā . r d” — | \'\n, oi mr ā ps a |\nēru bi s f o a . — 8\ntāss ž 4 |\nsie bi s s bo /\nnts wv\n4 "4 ee * dd 4\n| | ī v | m 4 ,\n11750616"000258"\'\' dj” a pma aa\nau\nnas uzga ko ”\n— r gu - wi...\n\n'];2;0;['kūpinātas reņģes', 'Clupea harengus membras'];[];0;2;0;[];['kūpinātas reņģes', 'Clupea harengus membras'];[]
n33;3;3;125;['tuncis', 'olīveļļa', 'pārtikas sāls'];[': tuncis**, olīveļļa, pārtikas sāls. izplatītājs: sia "e—_—a— ,\nw* ooliwa z oliwek, s6l. dystrybutor: bolton polska sp. z 0.0., ul. domaniewska = —\n"oyrop: eoc-iji imctpmbiolu dh e00{, rp. coģna 1839, y1. yenonemko m\ntibuitor: orbico srl - str. nicolae lorga, nr. 28-30, clādirea c2, sector 1, —\n{22022120. cd tunak v olivovēm pv složeni: karma pro —ņuņrmv\neublika. go tuniak v olivovom olēji. zloženie: tuniak prunovany”, + = : "x\n56 bratislava, slovenskā republika. €9 tyhellb b zig ———\n„"poonopomy mic. brt genoa md a i a\nkd 042, m. kmi8, npob. oboneuepcb dabai pe na < res\nrzez .8onmten / produs de / ražotājs / tootja / vyrobce / vfrobca / bnpo6hnk: ee i\ntel. +39031779111. a —————_\n/ en * | am | ā 90 —\nks ļ x — :€ lt i | y open here ā =\na n kaa | —\n\n'];1;1;['tuncis'];['tuncis'];1;0;0;['tuncis'];[];[]
n37;5;5;91;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji: karagināns,\npolirosfati, nātrija fosfāti. izlietot līdz un rainkanas datums satītuz ” |\nčto roēskk putošanas atdzesēt +2 c... c |}\net rēēsk koor 35%. korgpastoriseeritud. koostisosad: 48 |\nroūsk koor, stabilisaatorid: kamrageen, polufosfaat, dil a\nnaatriumfosfaadid. kēlblik kuni ja tootmise kuupdev: vt -—\npakendilt. toode jahutada ennevahustamist +270. ..+6 c "a\nctd gietināk inele 35%. apdorota itin aukštoje temperatūroje. ma\nmosios mg stabilizatori: karageninas,\npolifosfatai, natno lai inka vartotikii pagamimito dala\nz1, ant pakuotēs. prieš plakant atvēsinkīte + hc\n{rūd umbkm 35%. j6tpanactepm30bahhoc. {0ctab:\njimbkm, cta0ww3atopbl: kapparmhak, nonmģocpatbi dā\nbocparbi harpua. jnotpemte a0 m a poa ei —\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n38;5;5;91;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilzētāj: im = |\nkaragināns, polifosfāti, r- fosfāti. izlietot līdz un o\nražošanas datums: skatīt uz iepakojuma, a -\n{ed rēāskkoor 10%. ce koostisosad: m\nrūēsk koor, stabilisaatorid: karmageen, polifosfaat,  u\nnaatriumfosfaadid. kēlblik kuni ja tootmise kuupāev. vt\nkendilt. i at ēļa m a\nī grietinēlē 10%. apdorota itin aukstoje temperatūroje. —\ngakelamosis dalys:  grietinēlē, — stabilizatoriai: -\nkarageninas, polifosfatai, natno fosfatai. tinka vartoti iki ir 88\npagaminimo data: žr ant pakuots. -\nfd {mbk 10%. yrībrparnactep/30bahhoe. {octab: -\njimbkm, cta6wnw3atopbl: kappatvnak, non44ocpatbi, ž\nģocibaro! harpva. jnorpečīb a0 m āata nporsbajicrea:\np-n a ni r nie derīguma termina/ a r\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n40;28;28;96;['ūdens', 'rapšu eļļa', 'marinēti dārzeņi', 'gurķi', 'burkāni', 'sīpoli', 'paprika', 'ziedkāposti', 'etiķis', 'aromatizētāji', 'cukurs', 'modificēta ciete', 'vājpiena pulveris', 'sinepes', 'olu dzeltenuma masa', 'jodēts sāls', 'skābuma regulētājs', 'etiķskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns', 'aromatizētājs', 'antioksidants', 'e385'];[': ūdens. rapšu eļļa ā t\na ——— marinēti dārzeni {gurķi, burkāni « «\nenerģetiskā = 1345kj sīpoli, paprika, ziedkāposti etikis ī\nvertība............ 325kcal aromatizētāji}, cukurs.\ntauki... 30 modieicēta ciete, vājpiena\n-tostarp pulveris, sinepes. olu\n\npiesātinātās —- dzeltenuma masa, jodēts sāls,\n\ntaukskābes... 229 skābuma regulētājs {etikskābe}\n\nuglhidrāti..... 180 biezinātājs {ksantāna sveki,\n\n" tostarp konservants {kālija sorbāts}.\n\nkuri... 100 krāsviela {beta -karotīns} %\nolbaltumvielas g aromatizētājs, antioksidants\n\nie a m {e385}\n\nm1 {888\n\nieteicams līdz: skatīt atzīmi uz iepakojuma .\n. uzglabāt temperatūrā no +2 līdz +20 "c |\n” pēc atvēršanas uzglabāt ledusskapi +2..+8 "0\no nl trkla podds latvija.\noi razotajs: sia m opiive babītes pac\n\n'];2;2;['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena', 'olu'];2;0;0;['vājpiena', 'olu'];[];[]
n41;28;28;100;['rapšu eļļa', 'ūdens', 'tomātu pasta', 'cukurs', 'etiķis', 'garšvielu maisījums', 'maltodekstrīns', 'sāls', 'sīpoli', 'cukurs', 'rauga ekstrakts', 'garšvielas', 'paprika', 'burkāni', 'pastinaks', 'aromatizētājs', 'sūkalu pulveris', 'skābuma regulētājs etiķskābe', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'sinepju pulveris', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'konservants kālija sorbāts', 'krāsviela paprikas ekstrakts', 'antioksidants e385'];['l_} ss aas a\nspilla\na ā āā a ā\nā mr u e bad i upei še | a\na lidējā uzturvērtība 1000 ss eee t pan —\n—enerdētieki — trdikre pasta 5% rus a lamā = m\n* — tandētiskā 1826} pasta /5%. cukurs etiķis garšviela\nr wvejs " mio dm bada zeds 4\n/ ati s s s j,8g etiķskābe}, olu dzelte numa pulveris,\nsis esi ms s ls bs uu phobju 1818 bei =:\neeevaa....d15g — kanservanits kālija sorbāts krāsviela j\nņtt t ņša a rr kas alai as ann o tan t ma ss\nm — n s aitvu\n} . 4 n pt 189.89 | č- ž\n\n'];2;1;['sūkalu pulveris', 'olu dzeltenuma pulveris'];['olu'];1;1;0;['olu'];['sūkalu pulveris'];[]
n42;40;40;115;['saldskābmaize', 'rudzu milti', 'kviešu milti', 'cukurs', 'raugs', 'ķimenes', 'sāls', 'rudzu iesals', 'kviešu lipeklis', 'rapšu eļļa', 'krējuma sīpolu aromāts', 'sāls', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātāji', 'e621', 'e635', 'cukurs', 'piena pulveris', 'kviešu proteīna olbaltumvielas', 'kviešu ekstrakts', 'ķiploku pulveris', 'siera pulveris', 'kvieši', 'siers', 'sviests', 'sāls', 'skābuma regulētājs', 'e270', 'e330', 'palmu eļļa', 'aromatizētājs', 'garšvielas', 'irdinātājs', 'e551', 'skābuma regulētājs', 'e327', 'hidrolizētas augu olbaltumvielas', 'saulespuķu eļļa', 'sāls'];[': saldskābmaize {rudzu milti, kviešu milti, cukurs, raugs,\nķimenes, sāls, rudzu iesals, kviešu lipeklis}, rapšu eļļa, krējuma sīpolu\naromats 2% {sāls, sīpolu pulveris, dekstroze, garšas pastiprinātāji:\ne621, e633, cukurs, piena pulveris, kviešu proteīna olbaltumvielas,\nkviešu ekstrakts, ķiploku pulveris, siera pulveris {kvieši, siers,\nsviests, sāls}, skābuma regulētājs: e270, e330, palmu eļļa,\naromatizētājs, garšvielas, irdinātājs: e551, skābuma regulētājs: e327,\nhidrolizētas augu olbaltumvielas, saulespuķu eļļa}, sāls.\nenerģētiskā vērtība: 1518 kj/ 363 kcal.\n. 100 g produkta satur: taukus 16 g, tostarp piesātinātās taukskābes\n| 12 g, ogļhidrātus 45 g, tostarp cukurus 7,1 g, olbaltumvielas 6,0 g, sāli\n2,2 g. produkta gatavošana notiek vidē, kur var atrasties zemesriekstu,\nmandeļu, lazdu riekstu, valriekstu, pistāciju, sezama sēklu, olu, piena,\nsojas, kviešu un rudzu miltu daļiņas.\nleteicamā 1701ahāčdanas temneratūra»+ +2720_+795300 temneaeratūrā pēr\n\n'];4;5;['piena pulveris', 'siera pulveris', 'siers', 'sviests'];['krējuma', 'piena', 'siera', 'siers', 'olu'];3;1;2;['siers', 'piena', 'siera'];['sviests'];['krējuma', 'olu']
n43;25;25;4;['rapšu eļļa', 'ūdens', 'sinepes', 'ūdens', 'sinepju pulveris', 'cukurs', 'rapšu eļļa', 'sāls', 'skābuma regulētājs etiķskābe', 'konservants kālija sorbāts', 'etiķis', 'medus', 'olu pulveris', 'modificēta ciete', 'sāls', 'cukurs', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'krāsviela beta', 'karotīns', 'ķiploku pulveris', 'konservants kālija sorbāts', 'melnie pipari', 'antioksidants e385'];['spilva |\nba ex\n} =gķbķh»xh5h»500\n% a\n\n'];2;0;['medus', 'olu pulveris'];[];0;2;0;[];['medus', 'olu pulveris'];[]
n45;24;24;137;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];[': saulespuku eļļa, ūdens, tomātu biezenis 15%\netiķis, cukurs, glikozes - fruktozes sīrups, olu dzeltenums,\nsāls, modificēta kukurūzas ciete, dilles 1.1 %, vorčesteras\nmērce {miežu iesala etikis, melase, invertcukura sirups, |\nūdens, sīpoli, sāls, tamarinda ekstrakts, ķiploki, garšvielas, |\ndik citronu eļļa}, sinepju pulveris, biezinātāji: ksantana vēri -\nau guāra sveķi, aromatizētāji, krāsaviela: riboflavīns, diļu "a\n|n ekstrakts. op. o fj a š }\nj uzturvērtība 100 g: enerģētikā vērtība 1540 4 /5/- {ca ņ | a a |\n, tauki 36 g, tostarp piesātinātās taukskābes 3.1 8. b .\nogļhidrāti 12 g, tostarp cukuri 9,3 g, k \'\nškiedrvielas 0,33 g, olbaltumvielas 1,0 8 maa kā šā :\n. atvērtu uzglabāt ledusskapī un izlietot a on. d\nieteicams līdz: skatīt uz iepakojuma. ražots ma iela 1198}\nmaletitāis: sia eula beta un partei”\na. «m na \' \' r āā | |\nneiz eu go pod krersand poem pas deprodctmm, roge 1\n| krz—— ee —ļ—ļo}zeozozc—ūm v ņ\n| . a is\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n48;40;40;105;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšas pastiprinātāji', 'e621', 'aromatizētāji'];[': ūdens, rapšu eļļa, invertcukura a\n| sīrups, sarkanvīna etiķis, konservēts sarkana\npaprika {6%}, ananāsu sulas koncentrāts,\nsinepju sēklas, kornišoni, cukurs, garšvielas\niķimenes, paprika, kajēnas pipari, erēgano,\nkurkuma, koriandrs, ingvers, krustnagliņas,\nmelnie pipari, baltie ps piparmētra, rozā\npipari, zaļie pipari, čili}, olu dzeltenuma pul-\na veris, modificēta ciete, sāls, etiķis, biezinātāji\niguāra sveķi, ksantāna sveķi}, m ķiploki,\nābolu etiķis, konservanti {e202, e211}, garšas /\npastiprinātāji {e621}, aromatizētāji.\nloksutada! pakrata! ā\nģilitamine avatuna: kūlmkapis.\npēc atvēršanas: aukstā uzglabāšana.\navamine: keera kork lahti ja eemalda tihend m\nenne kasutamist. āe\natvēršana: noskrūvēt plastmasas vāciņu,\nnoņemat nost aizsargplēvi.\ntoitevaārtus/100 g + uzturvielas/100 g:\nrašanas arīo 1327/320 kj/kcal\nnerģētiskā vērtība\nramrad 7 tauki oans a rr\n\n'];1;1;['olu dzeltenuma pulveris'];['olu'];1;0;0;['olu'];[];[]
n52;16;16;91;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];[': ūdens, rapšu eļļa, tomātu pasta, cukurs, modificēta\ns ciete, sāls, vājpiena pulveris, skābuma regulētājs {etiķskābe},\ns biezinātāji {guāra sveķi, ksantāna sveķi}, garšvielas, aromatizētāji,\nkonservants {kālija sorbāts}.\nprodukta vidējā uzturvērtība 100 g: | leteicams līdz:\nx enerģētiskā vē skatīt atzīmi uz iepakojuma. |\n"mājam m ketni pdku 220 a : es iemperatūrā }\nš tostar asaras takš h of.\nagre 0g | pēcavēšanas 5\nlemam cukuram 610 uzglabāt ledusskapi.\ndallasas 07\nalu jā 908 neto: 0 ģ\nmm o\n, ko s emēf: sia „orkla foods latvija, arm iela 1,\nea rklai spīve, babītes pag., babītes nov. lv-2101, latvija. pe -\n\n'];1;1;['vājpiena pulveris'];['vājpiena pulveris'];1;0;0;['vājpiena pulveris'];[];[]
n53;25;25;129;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];['ma otu piedevacību\n} um a kombināciju ari a šā\n— aiēamr lustratīva nozīme = citiem dārzeņu salātiem.\nai mērcē cēzara a\n: oastāvdaļas: ūdens, i žm eļļa, cukurs, vājpiena pulveris, siers, siera\n| aromatizētājs or sūkalu pulveri, siera pulveri}, sinepju a: olu\ndzeltenuma pulveris, ķiploki, sīpoli, vorčesteras mērce, sāls, biezinātāji\n{modificēta ciete, guāra sveķi, ksantāna sveki}, garšvielas, skābuma\nregulētāji {etiķskābe, pienskābe}, konservants {kālija sorbāts}. ā\nt .\nprodukta vidējā uzturvērtība 100 g: eed iepakniumā\ni 0 20 |. urgabētiempectīš\nīodēli piesātinātās taukskābes ....... 29 0m u |\nopaa i aa 6g | pēc atvēršanas\n108iato cuku t  ems 49 uzglabāt ledusskapi.\nolbaltumvielas a 18 |\n1 a aaa 23 neto: 3/99 : .\nī a ira em a\na "ražotājs: sia „orkla foods latvija", zvaigžņu iela 1,\n\'orkla opilve, babītes pag., babītes nov., nzd, o\n} bezmaksas tālrunis atsauksmēm {+371} 80004490.\nwww.spilva.lv\nm aa\na 750{ 010 miil\n\n'];6;6;['vājpiena pulveris', 'siers', 'siera aromatizētājs', 'sūkalu pulveri', 'siera pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'siers', 'siera', 'sūkalu', 'siera', 'olu'];6;0;0;['vājpiena pulveris', 'siers', 'siera', 'sūkalu', 'siera', 'olu'];[];[]
n54;26;26;146;['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābuma regulētājs', 'citronskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e385'];['bee a = eiecama pe -.\nž i = ad kaa m a : salatiem. makaronu, a\nea - attēlam ir ilustratīva nozīme edieniem un uzkodam:\nes ae tomaiu = čilmērce\ntes oastāvdaļas: rapšu eļļa, ūdens, cukurs, sarkanvīna etiķis, sinepes {ūdens,\nes sinepju sēklas, cukurs, etiķis, sāls}, tomātu pasta 3%, olu dzeltenums,\nts jodēts sāls, garšvielas {tai skaitā čili pipari 0,2%}, modificēta ciete, skābuma\nrs roš {atronskābe}. biezinātājs. {ksantāna au konservants {kālija\nzm, sorbāts}, krāsviela {paprikas ekstrakts}, antioksidants { 389}. 2, i\nse amata tika arts rona kaat 1 skatīt atzīmi uz iepakojuma.\ner le f: dop piesātinātās taukskābes ....::269 |. 0.1200. t\n2 2 \'oghidāi „foo avarana vi\ns la -dostarp cukufi esiet <} uzglabāt ledusskapi\nsa „olbaltumvielas i 00g. a} t\nre ražotājs: sia „orkla foods latvija”, zvaigžņu iela 1.\ni ijas" ainā: ja „orkla foocs „alva rārā latvija\ntie br \' spilve, babītes pag., babītes nov., lv-21v\',\norkla i zmiais fālranis atsauksmēm {+371} bopūmēs\nmw enilva |v\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
