IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n22;20;21;37;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['avia, ilngraudu kviešu milti {78g**}, rivētā mocarella\n\ni gs} rivēts ementāl siers {piens} kaltētu tomātu gabaliņi\ng**}, linsēklas {6g**}, extra virgin olīveļļa {4g**}, sezama sēklas\n3g**}, jūras sāls, raugs, mieža iesala ekstrakts, provansas garšaugi\n\n0}, ģ}\n**= 100 g produkta ražošanai.\n\n\n'];4;2;['rivētā mocarella', 'piens', 'rivēts Ementāl siers', 'piens'];['mocarella', 'siers'];2;2;0;['mocarella', 'siers'];['piens', 'piens'];[]
n24;36;36;57;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];[': kviešu milti, piena šokolāde 20% {cukurs, , pilnpiena\npulveris, kakao masa, emulgators e322 {sojas}, nehidrogenētas augu eļļas {palmu,\nsaulespuķu}, cukurs, auzu milti, baltā šokolade 6% {cukurs, zinam „pulveris, kakao\nsviests, vājpiena pulveris, emulgators e322 {sojas}, aromatizētājs}, tumšā šokolāde 6%\n{cukurs, kakao masa, glikozes sīrups, , emulgators e322 {sojas}},\n\nglikozes-fruktozes sīrups, lati sals, irdinātāji: e450, £500, ed var. 100g produkta uzturvērtība: enerģētiskā vērtība 2134 1j/ 510 kcal, tauki\n\n'];5;4;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['pilnpiena pulveris', 'vājpiena', 'piena', 'sviests'];3;2;1;['pilnpiena pulveris', 'vājpiena', 'piena'];['pilnpiena pulveris', 'olu pulveris'];['sviests']
n26;26;26;48;['kviešu milti', 'cukurs', 'margarīns', 'palmu eļļa', 'rapšu eļļa', 'ūdens', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'aromatizētājs', 'krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukurs', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti kviešu milti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs'];[' {alergēni ir norādīti slīprakstā}: kviešu milti, ā\ncukurs, margarīns {palmu a rapšu eļļa, ūdens, emulgatori\ne322 {sojas lecitīns} un e471, sāls, skābuma regulētājs e330,\naromatizētājs, krāsviela e160a}, ūdens, olas, raugs, invertcukurs,\nemulgatori e322 {sojas iecitīns} un e471, pilnpiena pulveris, fermentēti\nkviešu milti, sāls, miežu iesala milti, kviešu iesala milti, aromatizētājs.\n\n„\n\n\n'];2;2;['olas', 'pilnpiena pulveris'];['pilnpiena pulveris', 'olas'];2;0;0;['pilnpiena pulveris', 'olas'];[];[]
n27;54;54;131;['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi un diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un diacetilvīnskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'sāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs bazilika'];[':\nkviešu miiti, margarīns {palmu tauki un eļļa, ūdens, emulgators taukskābju monoglicerīdi un\ndiglicerīdi, sāls, konservants kālija sorbāts, skābuma regulētājs citronskābe, aromatizētājs,\nkrāsviela karotīni}, augu tauku putukrējums {ūdens, pilnīgi hidrogenēti augu tauki un eļļas\n{palmu, rapšu, saulespuķu, kukurūzas, sojas}, cukurs, stabilizētāji {sorbīta sīrups, ciete}, piena\nolbaltumvielas, emulgatori {taukskābju monoglicerīdu un diglicerīdu monoacetilvinskābes un\ndiacetilvīnskābes esteri, sojas lecitīni, taukskābju monoglicerīdu un diglicerīdu pienskābes esteri},\nsāls, aromatizētājs, krāsviela beta-karotīns}, ūdens, kukurūzas ciete, garšviela {cukurs, sāls, sīpolu\npulveris, aromatizētāji {satur krāsvielu paprikas ekstraktu}, ķiploku pulveris, garšas pastiprinātāji\n{mononātrija glutamāts, dinātrija 5 ribonukleotīdi}, skābuma regulētājs citronskābe, maltodekstrīns,\ntomātu pulveris, pilnīgi hidrogenēta rapšu eļļa, krāsviela paprikas ekstrakts, antioksidants\nrozmarīna ekstrakts}, sāls, cukurs, kaltēti tomāti 0,28%, kaltēts baziliks 0,14%, aromatizētājs\nbazilika. var.c. riekstu daļiņas. uzglabāt: 18+/-5"c temperatūrā.\n100 g produkta uzturvērtība: enerģētiskā vērtība — 2148 kj/ 515 kcal, tauki - 32 g tostarp\n\n'];1;1;['piena olbaltumvielas'];['piena'];1;0;0;['piena'];[];[]
n28;34;34;36;['kviešu milti', 'margarīns', 'augu eļļa', 'palmu', 'rapšu', 'ūdens', 'pārtikas sāls', 'emulgātori', 'sojas lecitīns', 'taukskābju monoglicerīdi un diglicerīdi', 'konservants', 'kālija sorbāts', '<', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'sviesta', 'pārtikas krāsviela', 'beta karotīns', 'rapšu eļļa', 'siers', 'govs piens', 'pārtikas sāls', 'konservants', 'e252', 'siera ieraugs', 'ferments', 'renīns', 'pārtikas krāsviela', 'beta karotīns', 'olu masa', 'sāls', 'kartupeļu ciete', 'cukurs'];[': kviešu milti, margarīns {augu eļļas 80%\n{palmu, rapšu}, ūdens, pārtikas sāls, emulgātori: {sojas\nlecitīns, taukskābju monoglicerīdi un diglicerīdi},\nkonservants: kālija sorbāts {<1%}, skābuma regulētājs:\ncitronskābe, dabīgs aromatizētājs: sviesta, pārtikas\nkrāsviela: beta karotīns}, rapšu eļļa, siers {14%} {govs\npiens, pārtikas sāls, konservants: e252, siera ieraugs,\n\n\n'];6;4;['sviesta', 'siers', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];['govs piens', 'sviesta', 'siers', 'siera'];4;2;0;['govs piens', 'sviesta', 'siers', 'siera'];['renīns', 'olu masa'];[]
n32;5;5;12;['kūpinātas reņģes', 'clupea harengus membras', 'baltijas jūra', 'rapšu eļļa', 'pārtikas sāls'];[': kūpinātas reņģes\n{68%} {clupea harengus\n\nleļļa 3190 baltijas jūra}, rapšu\n\neļļa {31%}, pārtikas sāls {1 4\n\n\n'];2;1;['kūpinātas reņģes', 'Clupea harengus membras'];['reņģes'];1;1;0;['reņģes'];['Clupea harengus membras'];[]
n33;3;3;15;['tuncis', 'olīveļļa', 'pārtikas sāls'];[': tuncis**, olīveļla, pārtikas sāls.\n\npa aja ss „aj ad eu aa dam it em c m o\n\n'];1;1;['tuncis'];['tuncis'];1;0;0;['tuncis'];[];[]
n37;5;5;12;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji: karagināns,\npolitosfati, nātrija fosfāti. izlietot līdz un ražošanas datums: skatīt uz\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n38;5;5;8;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji\nkaragināns, polifosfāti, nātrija fosfāti. izlietot līdz un\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n40;28;28;37;['ūdens', 'rapšu eļļa', 'marinēti dārzeņi', 'gurķi', 'burkāni', 'sīpoli', 'paprika', 'ziedkāposti', 'etiķis', 'aromatizētāji', 'cukurs', 'modificēta ciete', 'vājpiena pulveris', 'sinepes', 'olu dzeltenuma masa', 'jodēts sāls', 'skābuma regulētājs', 'etiķskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns', 'aromatizētājs', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa\nmarinēti dārzeņi {gurķi, burkāni\nsīpoli, paprika, ziedkāposti. etikis,\naromatizētāji}, cukurs,\nmodificēta ciete, vājpiena\npulveris, sinepes. olu\ndzeltenuma masa, jodēts sāls.\nskābuma regulētājs {etikskābe}\nbiezinātājs {ksantāna sveķi}\nkonservants {kālija sorbāts,\nkrāsviela {beta -karotīns}\naromatizētājs, antioksidants\n{e385}.\n\ns a\n\n'];2;2;['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena pulveris', 'olu'];2;0;0;['vājpiena pulveris', 'olu'];[];[]
n41;28;28;37;['rapšu eļļa', 'ūdens', 'tomātu pasta', 'cukurs', 'etiķis', 'garšvielu maisījums', 'maltodekstrīns', 'sāls', 'sīpoli', 'cukurs', 'rauga ekstrakts', 'garšvielas', 'paprika', 'burkāni', 'pastinaks', 'aromatizētājs', 'sūkalu pulveris', 'skābuma regulētājs etiķskābe', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'sinepju pulveris', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'konservants kālija sorbāts', 'krāsviela paprikas ekstrakts', 'antioksidants e385'];['} vastāvdalas: rapšu eļļa, ūdens, inā = -\npasta 15%, cukurs, etiķis, /_\nmaisījums imaltodekstīns, sāls s ipai\ncukurs, rauga ekstrakts, garšvielas,\npaprika, uurēn, pastinaks, aromat\nūūkalu pulveris, skābuma reg\netikskābe} olu dzeltenuma |\nmuitā ciete, sāls, sinepj\nstabilizētāji {ksantāna, gu\nkonservants kālija serb\n\nlžā\n\n'];2;1;['sūkalu pulveris', 'olu dzeltenuma pulveris'];['olu'];1;1;0;['olu'];['sūkalu pulveris'];[]
