IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n52;16;16;72;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];[': ūdens, rapšu eļļa, tomātu pasta, cukurs, modificēta\nciete, sāls, vājpiena pulveris, skābuma regulētājs {etiķskābe},\n\nbiezinātāji {guāra sveķi, ksantāna sveķi}, garšvielas, aromatizētāji,\nkonservants {kālija sorbāts}.\n\n"todukta vidējā uzturvērtība 100 g: | segas pakojuma\n\nmerģētiskā vērība ptedenā 900 kj/ 220 ž uzglabāt temperatūrā\noelbeab pasālnālās taukskābes ...... "a ģ —} |}\n\nari m ta a ar\n\n1 em 8 | neto: 3/99\n\nko ražotājs: sia „orkla foods latvija, au iela 1,\nrkla spilve, babītes pag., babītes nov., lv-2101, latvija.\n\nanann\n\n'];1;1;['vājpiena pulveris'];['vājpiena pulveris'];1;0;0;['vājpiena pulveris'];[];[]
n53;25;25;118;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];['i\n7 mērce cēzara\noastāvdaļas: ūdens, rapšu eļļa, cukurs, vājpiena pulveris, siers, siera\naromatizētājs or sūkalu pulveri, siera pulveri}, sinepju pulveris, olu\ndzeltenuma pu\n\nšnu veris, ķiploki, sīpoli, vorčesteras mērce, sāls, biezinātāji\n{modificēta ciete, guāra sveķi, ksantāna sveki}, garšvielas, skābum\nregulētāji {etiķskābe, pienskābe}, konservants {kālija sorbāts}. ,\n\nprodukta vidējā uzturvērtība 100 g: | ieteicams līdz:\nskatīt atzīmi uz iepakojuma.\n\nari d «asi aka | a a uzglabāt temperatūrā\nlostarp piesātinātās taukskābes ....... 290 0.7200.\nn a 6g pēc atvēršanas\niostat o eu ka m 4% | uzglabāt ledusskapi\nolbaltumvielas 15 |\naa aa 2 i neto: 3/7 g}\nmia ei m\n\nražotājs: sia „orkla foods latvija”, zvaigžņu iela 1,\n\na\n\nt spi ī ī -2101, latvija.\nllve, babītes pag., babītes nov., lv-ž1v},\n\norkla bezmaksas tlunš atsauksmēm {+371} bp01455\n\nwww.spilva,lv\n565{} 2090010 tām!\n\n'];6;6;['vājpiena pulveris', 'siers', 'siera aromatizētājs', 'sūkalu pulveri', 'siera pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'olu', 'siers', 'siera', 'sūkalu', 'siera'];6;0;0;['vājpiena pulveris', 'siers', 'olu', 'siera', 'sūkalu', 'siera'];[];[]
n54;26;26;149;['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābuma regulētājs', 'citronskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e385'];['f \'\nkri\nitt tr\n % kl}\nvro „9 ko\n{9 kb a,\n* j ņ v g\npa g bis\nk\n.* =\nšā,\n\n> a\no m darzenuunuau\n= ee salatiem. makaronu.\n= : gaļas, zivju, rīsu\nedieniem un uzkodam:\n\ntomatu - cili merce\noastāvdaļas: rapšu eļļa, ūdens, cukurs, sarkanvīna etiķis, sinepes {ūdens,\nsinepju sēklas, cukurs, etiķis, sāls}, tomātu pasta 3%, olu dzeltenums\njodēts sāls, garšvielas {tai skaitā čili pipari 0,2%}, modificēta ciete, skābuma\nregulētājs {citronskābe}. biezinātājs. {ksantāna vek konservants {kālija\n\nsorbāts}, krāsviela {paprikas ekstrakts}, antioksidants {e385}.\n\npro idējā uzturvērtība g: j. leteicams līdz:\nakta viaējā uzturvērtība: 100 u. skatīt atzīmi uz iepakojuma.\n\nmess es neons nat sļ uzglabāt temperatūrā\n, ad piesātinātās taukskābes ....::2,69 da: lot\ni cittt šamais mu uzglabāt ledusskapi.\nv ri seta\nolbaltumvielas am m\nnam l ai\n\na ražotājs: sia /orkla foods latvija", zvaigžņu iela 1,\nc ča sie babiesmau baki pilij latvija.\nspilve, babītes pag., babītes nov., lv-2101,\norkla zīda no atsauksmēm {+371} g0001455\nwww enilva |v\n\n\n'];1;2;['olu dzeltenums'];['olu dzeltenums', 'gaļas'];1;0;1;['olu dzeltenums'];[];['gaļas']
n55;20;20;132;['ūdens', 'rapšu eļļa', 'piena pulveris', 'cukurs', 'modificēta ciete', 'sāls', 'ķiploki', 'olu dzeltenuma pulveris', 'pētersīļi', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'ķiploku aromatizētāji', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'konservants', 'kālija sorbāts'];['kitēlam ir lustratīva nozīme\n\n{kālija sorbāts}.\nprodukta vidējā uzturvērtība 100 g:\nenerģētiskā vērtība ......... 1170 kj/ 285 kcal\ntauki ........ aae a ta izne at nak taa een es, 190\nče! piesātinātās taukskābes ..... 3.29\nve ae: e1149\nosta cuku  as, 02\nol alt mieta 1,60\na n 1440\n\na\nau m»,\n\nahitao na\n\nin unmersāla un garda pē. 3\npa deva dažādiem kartupeļu\na em pdarzeņu un gaļas ēdieniem\n\niesakām kopā ar svaigajem\ndarzeņiem un dažādām uzkodām,\n\ns vēngasūs mērce ķiploku\nastavaajas: udens. rapšu eļļa. piena pulveris, cukurs. modificē\n\nciete, sāls. ķiploki {0,7%}, olu dzeltenuma pulveris, dēleroii skābu\nregulētāji {etiķskābe, citronskābe, ābolskābe. askorbīnskābe}, ķiploku\naromatizētāji. biezinātāji {guāra sveķi. ksantāna sveķi}. konservants\n\nražotājs: sia „orkla foods latvija” zvaigžni iela 1,\n,, : {071011\n\nahītno nn 11.\n\nleteicams līdz:\nskatīt atzīmi uz iepakojuma.\n\nuzglabāt temperatūrā\n0..125%.\n\npēc atvēršanas\nuzglabāt ledusskapi.\n\nneto: 3/09\n\natvija,\n\n'];2;3;['piena pulveris', 'olu dzeltenuma pulveris'];['gaļas', 'piena', 'olu'];2;0;1;['piena', 'olu'];[];['gaļas']
n56;27;27;112;['ūdens', 'rapšu eļļa', 'vājpiena pulveris', 'spirta etiķis', 'cukurs', 'modificēta ciete', 'olu dzeltenums', 'jodēts sāls', 'dārza garšaugi', 'maurloki', 'sīpoli', 'paprika', 'pētersīļi', 'garšvielas', 'satur piena sūkalu pulveri', 'rauga ekstraktu', 'burkāni', 'pastinaki', 'skābuma regulētājs', 'pienskābe', 'biezinātājs', 'ksantāna sveķi', 'aromatizētāji', 'konservants', 'kālija sorbāts', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa, vājpiena pulveris, spirta etiķis, cukurs, mo-\ndificēta ciete, olu dzeltenums, jodets sāls, dārza garšaugi 0,4% {maurloki,\nsīpoli, paprika. pētersīji,, garšvielas {satur piena sukalu pulveri, rauga eks»\ntraktu}. burkāni, pastinaki, skābuma regulētājs {pienskābe}, biezinātājs {ksan»\n\ntāna sveķi}. aromatizētāj. konservants {kālija sorbāts}, antioksidants {e389}.\n\nprodukta vidējā uzturvērtība 100 g: | leteicams līdz\nskatīt atzīmi uz iepakojuma\n\n”\na i n\n\ntauki , —_ iu. tan | . tt: uzglabāt temperatūrā\ntostam piesātinātās taukskābes ..... 269 0..+250 āā\ndī 670 | pēcatvēršanas\ntostavoikam............ ......48} uzglabāt iedusskaļ}\nolbaltumvielas ....190 3\nsāls 104 | neto: {00\nzetā a foods latvija”. zvalozņu eal\n\norklļa spēve. babāes pag.. babāes nov.. lr- v\nnņ tin m sies komēm -3 1 80004499.\n\nmms ve\nda pp nas\na la ām m\n\n'];3;3;['vājpiena pulveris', 'olu dzeltenums', 'satur piena sūkalu pulveri'];['vājpiena pulveris', 'olu dzeltenums', 'piena'];3;0;0;['vājpiena pulveris', 'olu dzeltenums', 'piena'];[];[]
n57;23;23;68;['ūdens', 'rapšu eļļa', 'cukurs', 'ananāsu sulas koncentrāts', 'baltvīna etiķis', 'olu dzeltenuma masa', 'mango pārslas', 'mango biezenis', 'sinepes', 'modificēta ciete', 'spirta etiķis', 'sāls', 'karija pulveris', 'biezinātājs', 'ksantāna sveķi', 'garšvielas', 'konservants', 'kālija sorbāts', 'paprikas aromatizētājs', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[": ūdens, rapšu eļļa, cukurs, ananāsu sulas koncentrāts,\nbaltvīna etiķis, olu dzeltenuma masa, mango pārslas 2%, mango\nbiezenis 1,5%. sinepes, modificēta ciete, spirta ētiķis , sāls, karija pulveris\n0,9%. biezinātājs {ksantāna sveķi}, garšvielas, konservants {kālija sorbāts}\npaprikas aromatizētējs, krāsviela {beta karotīns}, antioksidants {e389}.\n\nmtāje: latvija ,\n— .- bazotājs: ņja „orkla {0005 ' m v-2\n\nleteicams līdz:\nskatīt atzīmi uz iepakojuma.\n\nuzglabāt temperatūrā\n0} ur! 25%.\n\npēc atvēršanas.\nuzglabāt ledusskapi.\n\nneto: 309 9\n\nigžņu iela 7.\noēt. latvia\n\nma\n\n\n"];1;1;['olu dzeltenuma masa'];['olu'];1;0;0;['olu'];[];[]
n58;27;27;55;['ūdens', 'rapšu eļļa', 'siera pulveris', 'siers', 'emulģējošā sāls e331', 'sāls', 'es', 'biezinātājs', 'modificēta kukurūzas ciete', 'fruktoze', 'sāls', 'stabilizētāju maisījums', 'piena olbaltumvielas', 'biezinātājs e1422', 'paniņu pulveris', 'stabilizētāji', 'e415', 'e435 e412', 'sūkalu pulveris', 'olu dzeltenuma pulveris', 'sāls', 'glikozes sīrups', 'sinepju ekstrakts', 'skābuma regulētājs', 'etiķskābe', 'garšvielas', 'ķiploku eļļa'];['m\n\n/}\n\nn,\n\nin\n\n{\n44\nlitiju\n\n{dz cīrhna} ni\nul mtuds}  sine\n\nu\n1 06 ira |, ļ\nld, ķidioku\n\nrundāle\n\nviejas\n\nliu\nm {41%\nf:\n\nē»\n\nh 1/5 ee = 6\nskd: vērtība:\n\nnezin atāju\njl ataja |\n\na\n\na\n\n10c11s, tadsu\n\nk}\n\n+»\n\n_\n\neļļa, siera pulveris 3% t\n\n|, sāls} {es}, biezinātājs {modiīcēta\n\n4?} panīņu pulveris, stabilizētāji -\nilver\n\nakts, skābuma regulētājs {etiķskābe},\n\n\n'];6;1;['siera pulveris', 'siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];['siera'];1;5;0;['siera'];['siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];[]
n59;19;19;35;['ūdens', 'ābolu biezenis', 'cukurs', 'glikoze', 'biezinātāji', 'ksantāna sveķi', 'modificēta ciete', 'garšvielas', 'sausais vistas buljons', 'satur selerijas', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'sāls', 'karamelizēts cukura sīrups', 'konservanti', 'kālija sorbāts', 'nātrija benzoāts', 'aromatizētājs'];['sveki,\n"ji\nvaiņas\n\n4\nn\ndili\n\n, šēt m\nž\n\nņa\na\n\nnaga\n\nmu\n\nkr\nui\n\n«cenolē\nm3:\n\nvs\n\n—\n\n" = 52}\n\nsas\n\nai addd\n\nae a s\n\na\n8s , . ”\n\n” a li\n7\n\ntība\n\n,\n3 we\n\n"4\n\niski\n\n\n'];1;0;['sausais vistas buljons'];[];0;1;0;[];['sausais vistas buljons'];[]
n60;11;11;35;['rapšu eļļa', 'ūdens', 'olu dzeltenums', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, olu\ndzeltenums, cukurs, spirta etiķis,\nsinepes, sāls, krāsviela {beta karotīns},\nantioksidants {e385}.\n\nuzturvērtība rr lp či\n\nenerģētiskā "\n218 110\n\nvērtība, kj/kcal\n\nlauki, g 77 | m\npiesātīņā 0,9 vw\ntaukskābes, g\n\ntostarp ci\n\ndela\nza\n\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n61;12;12;175;['pilngraudu auzu pārslas', 'oligofruktoze', 'cukurs', 'pilngraudu kviešu pārslas', 'saulespuķu eļļa', 'rīsu ekstrudāts', 'rīsu milti', 'sasaldējot kaltēti zemeņu gabaliņi', 'medus', 'sāls', 'dabīgs aromatizētājs', 'antioksidants e306'];[': pilngraudu auzu pārslas 52%, oligofruktoze, cukurs, pilngraudu\nt kviešu pārslas 9%, saulespuķu eļļa, rīsu ekstrudāts 6% {rīsu milti}, sasaldējot kaltēti zemeņu gabaliņi 3%, medus,\n\'| sāls, dabīgs aromatizētājs, antioksidants e306. var.\n"| ieteicams līdz: skatīt uz iepakojuma. uzglabāt vēsā un sausā vietā. baudiet kopā ar pienu, jogurtu vai kefīru. ražots\n"polijā pēc īpaša rimi pasūtījuma. pilgraudu auzu pārslu un kaltēto zemeņu izcelsme: es un ārpus es. izplatītājs latvijā:\n\nsia rimi latvia, a. deglavaiēla 161, rīgā, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: 80000 180.\n\ntraškūs dribsniai su braškēmis. sudedamosios dalys: visu grūdo daliy avižu dribsniai 52%, oligofruktozē,\ncukrus, visy grūdo daliy kviečiu dribsniai 9%, saulēgražu aliejus, ryžiu isspaudos 6% {ryžiy miltai}, liofilizuotu\nbraškiy gabalēliai 3%, medus, druska, natūrali kvapioji medžiaga, antioksidantas e306. gali būti žemēs riešutu,\nriešutu, pieno, soju ir sezamo sēklu pēdsaku. geriausias iki: z/. ant pakuotēs. laikyti vēsioje ir ies neraļa\nmēgaukites su pienu, jogurtu ar kefyru. pagaminta lenkijoje pagal speciālu rimi užsakyma. visu gi "a ar\ndribsniu irliofilizuotu braškiu kilmē: es ir ne es. platintojas lietuvoje: uab „rimi lietuva”, spaudos g. 0-1, }\nvilnius, lietuva. nemokamas klientu aptarnavimo centro tel. 8 800 e23000.\n\nar\n" *\na\n\nļ\n\nž\n\n—\n\n\n'];1;2;['medus'];['medus', 'medus'];1;0;1;['medus'];[];['medus']
n62;42;42;152;['dehidratēti kartupeļi', 'augu eļļas', 'saulespuķu', 'palmu', 'kukurūzas', 'mainīgās proporcijās', 'kviešu milti', 'kukurūzas milti', 'rīsu milti', 'grila garšvielu maisījums', 'cukurs', 'laktoze', 'piens', 'sāls', 'sīpolu pulveris', 'aromāta un garšas pastiprinātāji', 'mononātrija glutamāts', "dinātrija 5'", 'ribonukleotīdi', 'tomātu pulveris', 'paprikas pulveris', 'rauga ekstrakts', 'aromatizētāji', 'kūpināšanas aromatizētāji', 'ceratoniju pulveris', 'skābuma regulētājs', 'nātrija diacetāts', 'skābes', 'ābolskābe', 'citronskābe', 'ķiploku pulveris', 'saulespuķu eļļa', 'kukurūzas ciete', 'krāsviela', 'paprikas ekstrakts', 'maltodekstrīns', 'maltodekstrīns', 'emulgators', 'e471', 'sāls', 'krāsviela', 'annato norbiksīns'];['m ba\n\nie klmas uzkodas ar teksasas barbekļ mēn\nae ar mma. dehidratēti kartupeļi, -augu dļa\nkukurūzas ņ kukurūzas} mainīgās proporcijās, kviešu mīl,\n\nmīt, visu mīti, grila garšvielu maisījums {cukurs, lūdz:\nš {piens}, sāls, sīpolu pulveris, aromāla un gašš\na pastiprinātāji {mononātrija glutamāts, dinār!\n\n| "pireis skābuma regulētājs {nātrija diacetāts}, skābes r\n\n| i ī eit sis\n\n} šā , maltodekstrīns}, maltodekstrīns, emulgators | ,j\n, - "ti gāņa mb mtbiksins}. var: skati iepakojum\nna ai : «zsargatmosfērā. uzglabāt vēsā, sausā vielā. kr\n\ntnigtks direct pēlmi, kukurūzu} jvairiomis dalimis, kviečiv mitāi  ļ sig\n\nnatta, —\n\nmetas "ībonukleotidai} pomidory milteliai, paprikt nītelai melis "\ntiksies sudēiicas {obuoliy rūgštis, citriny rūgštis}, česnē "ag ap\n\nu\n, n 4 at pare īe gali būti soju, geriausias iki: žr. pakuotēs pa} } pm\nv j , n 9 die kau "peak, ant, pactutejihm maciā kavieet mr\ns n m lamas se {nano}, con, ru a mpax, omegemrem eč\nm n u "kano | -- "pax, petvnaton ha kunanumimamma fuatnuob gvaiera?} m nou"\n\n\n'];2;1;['laktoze', 'piens'];['piens'];1;1;0;['piens'];['laktoze'];[]
n63;29;29;193;['kartupeļu pulveris', 'saulespuķu eļļa', 'kviešu milti', 'kukurūzas milti', 'rīsu milti', 'sīpolloku garšvielas', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātājs', 'mononātrija glutamāts', 'dinātrija guanilāts', 'dinātrija inozināts', 'kartupeļu ciete', 'cukurs', 'aromatizētājs', 'puravu pulveris', 'sīpolloku pulveris', 'glikozes sīrups', 'piena obaltumvielas', 'skābes', 'citronskābe', 'pienskābe', 'skābuma regulētājs', 'kalcija laktāts', 'maltodekstrīns', 'emulgators e471', 'sāls', 'krāsviela', 'anato'];[' kartu\n\nis, spuķu eļļa, kviešu mit\nfī i,\n\n{sīpolu pulveris, dekstroze, garšas pastiprinātājs |\nja guanilēts, dinātrija inozināts}, kartupeļu ciete\n\n4\nīpolloku pulveris, glikozes sīrups, .0\n{citronskābe, nienskābe}, skābuma regulētājs |\n8. emulga:ors e471, sāls, krāsviela: anato ž\na 100 g enerģētiskā vērtība 2195 kj/ 526 keal. tauri 30 g, tostam |}\naukskābes 2.8 g. ogļhidrāti 58 g. tostarp cukuri 2.7 g: šķiedrvielas pm\n9. sāls 1,5 g. ieteicams |fdz sk uz aoootga ujē\nlepakots aizsargetmosfērā. izplatītājs: sanitex" sia m\na | mava, ķekavas pagasls, ķekavas novads, lv-2111 d\n2x.lv\ne08 krēpsud pringi pro vūrtsika kevadise sibula\nkoost 88 165 , ieljahu\n\'vatisa si sartulipujber pāevalilleēji nisujahu, maisijahu, rilsijahu,\n aksetuna " ise ned s buapulber dekstroos, apie\nēsti " mononartriumglutamuat dinaatriumguanūlaa!, orrupulbet,\nmt atturas, supkur iēhna. ja maitseaine, p kw}\na pevusa - ulkoosigirup plimaval<, hape {sidrunhape, paator 641 1, 900\nof ka {slumlaktaatj} maltodekstriin, um\noitumisaj ana teave 100 g kohta: energias _ g\n90 g. millest klllastunud rasvhapped d 6 1 g. 5001\nvu krud 2,7 g: kludained 3,8 g, valgud 8.\n\ngeriausias ju y m\nant apsaugines g\npl 19147501 r\n\n,\ngaršu, 1654 ja\n„ kukurūzas milti, gāga\n\ntud\nt hoida kuivas kohas. pakenda r\n\nis\n\nujas |} —\n\ni ar\n\n'];1;0;['piena obaltumvielas'];[];0;1;0;[];['piena obaltumvielas'];[]
n64;15;15;172;['ūdens', 'tomātu pasta', 'liellopa gaļa', 'cūkgaļa', 'sasmalcināti tomāti', 'olīveļļa', 'tomātu sula', 'selerija', 'burkāni', 'sīpoli', 'kukurūzas ciete', 'sāls', 'cukurs', 'aromatizētājs', 'skābuma regulētājs e270'];["sri ad\nmašas m a\n\ntoit ģ miles a 00 kcal, rasvad\n| la esiku 066 , milest\nsukkud3 ua 0,500} | parihena\nvaata palenāi at ava 83 paeva } j, | toodetuc\nšo t a ro me : dnim beta rimi eesti food as\nīguvaija be s, pildikula, rae vald 75308 har maa, eesti inf\nkesis: 79605637 : ju otelefon\nēna pastas mērce bolognese, st a 23% maltās\n| sastavlajas ūdens tomātu pasta mia lellopa gala 11,7% cūkgaļa\ns sasmalcināti tomāti j, ollveļļa, tomātu sula selerija,\nburkāni, sīpoli, kukurūzas gete, sals aikus aromatizētajs skābuma\nregulētājs m. 100 g produkta p produkta uzturvērtība: enerot tk vērtība\nasku 100 kcal tau 56 g tostam ip piesātinātās taukskābes 13 g\n:. iarāti 66 g tostarp cukum 35 g, skiedrielas 06 0 olbaltumvielas\n| 239 sals 1,5 0. ieteicams līdz: skatīt uz iepakojuma. kau\nļ atvēršanas izletot 3 dienu laikā ražots | o pēc īpaša rim\n| pasūtijuma. ibm latvija: sia rimi latvia / loe java | č 101, |}\n| riga | 1! zmaksas {a īrunis atsauksmēm latvijā: |\nakaronu padažas. fadažas su 2 - '\njas dalys: vanduo, pomīdory pasta 130%,\n117% istyti pomidorai 3.3% wimā /\n\nalomai no kos = rej\n\n\n"];2;1;['liellopa gaļa', 'cūkgaļa'];['cūkgaļa'];1;1;0;['cūkgaļa'];['liellopa gaļa'];[]
n65;12;12;162;['piens', 'krējums', 'siera pulveris', 'no cietā siera', 'zilā siera', 'čedaras', 'mocarella', 'modificēta kukurūzas ciete', 'sāls', 'ķiploku pulveris', 'melnie pipari', 'kurkuma'];[':\npiens, krējums, siera pulveris 6,5% {no cietā siera, zilā siera, čedaras\nmocarella}, modificēta kukurūzas ciete, sāls, ķiploku pulveris, melnie pipari,\nkurkuma. 1009 produkta uzturvērtība: enerģētiskā vērtība 600kj/\n140kcal, tauki 11g, tostarp piesātinātās taukskābes 8,2g, ogļhidrāti 5g,\ntostarp cukuri 4,1g, olbaltumvielas 5,2g, sāls 1,3g. uzglabāt istabas\ntemperatūrā. atvērtu uzglabāt temperatūrā līdz +8 "c. ieteicams līdz: skatīt\n\n| uziepakojuma. ražots itālijā. izplatītājs latvijā: sia rimi latvia, a. deglava\n\niela 161, rīga, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: 80000\n180. lt: ica baltuju makaronu padažas 4 sūriai 400g sudedamosios\ndalys: pienas, grietinele, sūrio milteliai 6,5% {iš kietojo sūno\nmēlvmojo sūrio, čederio, mozzarella}, modifikuotas kukurūzu krakmolas, |\ndruska, česnako milteliai, juodieji pipirai, ciberžolē. 100g produkto\nmaistingumas: energine verte 600kj/ 140kcal, riebalai 11g, iš kuriu\n\nsočiuju riebalu rūgščiu 8,2g, angliavandeniai 5g, iš kuriu cukru 41g, baltvymai\n\n5.2g, druska 1,3g. laikyti nomalioje kambario temperatūroje. po atidarymo\nlaikyti ne aukštesnēje nei +8 ?c temperatūroje. geriausias iki: žr ant\npakuotēs. pagaminta italijoje. platintojas lietuvoje: uab „rimi lietuva",\nspaudos g. 6-1, lt-05132, vilnius, lietuva nemokamas klientu aptarnavmo x\ncentro tel. e2800 e23000\n\n'];7;4;['piens', 'krējums', 'siera pulveris', 'no cietā siera', 'zilā siera', 'Čedaras', 'mocarella'];['zilā siera', 'piens', 'siera', 'mocarella'];4;3;0;['zilā siera', 'piens', 'mocarella', 'siera'];['krējums', 'no cietā siera', 'Čedaras'];[]
n66;21;21;100;['ūdens', 'rapšu eļļa', 'sinepju pulveris', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'askorbīnskābe', 'ābolskābe', 'sāls', 'olu dzeltenuma pulveris', 'piena pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'krāsviela', 'luteīns', 'saldinātājs', 'saharīns', 'konservants', 'nātrija benzoāts', 'aromatizētājs'];[': ūderis, tapšu ēiļa, sinepju pulveris {7%}, skābuma: -\n"tegulētāji -{etikskābe, - citronskābe, ask roran amskātē ds dl a\n\ndzeltenuma pulveris, piena — minim ietvi paktā} ,\nkrāsviela: {luteīns},” saldinā ņ \'{saharīns},, mnservamis, inēlnj benzoāts}, 7\naromatizētājs, sinepļu pulvera izcelsme\'- es un ārpus es, vidējā uzturvērtība 100g\nprodukta, enerģētiskā vērtība 162 kj/394 kcal tauki 42 g, door piesātinātās\n\ntaukskābes 3,0 g, iepr! „tostarp cukuri 0,5 g, olbaltumvielas 2,8 ļ sāls 204\n\nuzglabāt temperatūrā +2. +20” c. pēc atvēršanas uzglabāt ledusskapi +2..+8}" c,\n\nleteicams līdz: skatīt atzīmi uz iepakojuma. ražotājs: sia „orkla foods latvija,\nlvalažnu iela 1, spilve, babītes pag. mārupes nov, lv 2101, latvija bezmaksas\n| 0000/ lei |\n\n\n'];2;1;['olu dzeltenuma pulveris', 'piena pulveris'];['piena'];1;1;0;['piena'];['olu dzeltenuma pulveris'];[]
n67;10;10;85;['kukurūzas graudi', 'palmu eļļa', 'sāls', 'aromatizētāji', 'emulgators', 'saulespuķu lecitīns', 'siera pulveris', 'no piena', 'krāsviela', 'jaukti karotīni'];[': kukurūzas graudi\n\n{77 %}, palmu eļļa, sāls, aromatizētāji, emulgators: , a\nsaulespuķu lecitīns, siera pulveris {0,14 %} {no .\npiena}, krāsviela: jaukti karotīni. uzglabāt sausā, no š m\ntiešiem saules stariem pasargātā vietā, temperatūrā 27\nkas nepārsniedz 25%c. lai iegūtu vairāk informācijas un\nkontaktinformāciju, lūdzu apmeklējiet mūsu mājas\nlapu www.estrella.lv. ma ās ata\npopkorma pagatavošanas ja ir uz\niepakojuma. pirms pagatavošanas lūdzu uzmanīgi\nidasiet to! pieaugušajiem ir jāuzrauga popkoma\npagatavošanas process.\n\n{eb juustumaitseline mikropopkom, mikrolaineal\njus valmistamiseks. koostisosad: maisi tuum {77 %},\npalmiēli, sool, lēhna- ja maitseained, emulgaator:\n\nc\n\n”\n\n= ww\natp\n\na\n\n.\nb\n\n4\n\nwē\n\n„\n\n\n'];2;2;['siera pulveris', 'no piena'];['siera', 'piena'];2;0;0;['siera', 'piena'];[];[]
n68;11;11;6;['cukurs', 'augu eļļas', 'rapšu eļļa', 'palmu eļļa', 'lazdu rieksti', 'kakao pulveris ar samazinātu tauku saturu', 'vājpiena pulveris', 'sūkalu pulveris', 'emulgatos e322', 'saulespuķu', 'aromatizētājs'];['| } m adj\nrimi jātkusuvtl\ngādājoties utz sr\n\n\n'];2;0;['vājpiena pulveris', 'sūkalu pulveris'];[];0;2;0;[];['vājpiena pulveris', 'sūkalu pulveris'];[]
n69;19;19;60;['zemesrieksti', 'ciete', 'kviešu milti', 'saulespuķu eļļa', 'cukurs', 'sāls', 'aromatizētājs', 'satur piena produktus', 'saldo sūkalu pulveris', 'modificēta ciete', 'maltodekstrīns', 'siera pulveris', 'irdinātāji', 'difosfāti', 'nātrija karbonāts', 'pētersīļi', 'rauga ekstrakts', 'skābuma regulētājs', 'pienskābe'];['g/n}\n\ng.\nm\n\na\norkla\n\nlatvija\nwwww.orkla.lv\n\nmmm\n001064\n\ngj adēzu ci,\ntā\n\nsastāvdalas: zemesrieksti\n\n" " - "jū . |\nlv zemesrieksti apvalkā ar zilā siera gars!\n\nsāls, aromatizētājs {satur piena produktus}\n\nap ča rear duma regulētājs {pienskābēl. lepakots al2sargatmosfērā, b di č ip |}\naizrīties ar riekstiem, ražots vācijā. zemesriekstu\n\nen\n\nnut keri wheat flour, sunfiower oil, sum\navouring {contains milk products}, sweet ey powder m g\n\n'];3;2;['satur piena produktus', 'saldo sūkalu pulveris', 'siera pulveris'];['zilā siera', 'piena'];1;2;1;['piena'];['saldo sūkalu pulveris', 'siera pulveris'];['zilā siera']
