IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n22;20;21;90;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['- ķi\ntomātu 8 mocarellas 4\nā eee ee enneneeeesue t nenee den: zoo me a\njr pilnoraudu sausmaizītes ar extra vinci ollveju {60} 2}\nši tas ilngraudu kviešu milti {78g**}, rivētā mocarella ”\n« s g"} rivēts ementāl siers {piens}, kaltētu tomātu gabaliņi j\n| ant linsēklas {6g**}, extra virgin olīveļļa {4g**}, sezama sēklas /\nņī va sāls, raugs, mieža iesala ekstrakts, provansas garšaugi 4\n: "2 100g produkta ražošanai. v »\n.* vidēja uzturvērtība | - 100 g mērv.\nenerģetiskā vērtība ——————  1716kj/409kaal āke 97\naaratik m m —138..\ntostarp piesātinātās taukskābes ——— 3/79 | -\ndi odlhidāti m 508\ntostarn eiebieei 1a\n\n'];4;4;['rivētā mocarella', 'piens', 'rivēts Ementāl siers', 'piens'];['8 mocarellas', 'mocarella «', 'siers', 'piens'];3;1;1;['piens', '8 mocarellas', 'siers'];['piens'];['mocarella «']
n24;36;36;88;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];['i ā j » sia —\ns {\n, j\n5 |\n: j : s v , am č cari\na ā : ā 5 : - da clra īt , cl un na pār aula 51 io {pi āķ irdenu\ndetud enakaiuma atvēršanas izlietot 7 cd su laikā. uzglabš! sausā, no saules a uab „rim lietava” saaudes a 6 āā\nm cestttood vietā. ražots nīderlandē pēc īpaša pasūtījums, sokolādes izcelsme: es. izplatītājs\n: ās: wa: imi latvia, a. deglava iela 19\', « lv-1021. bezmaksas tālrunis\nnes on ra 80000 180. ā\nad ee\n—čččč — -\nt ooo s "a\n\n'];5;1;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['aula'];0;5;1;[];['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];['aula']
n26;26;26;99;['kviešu milti', 'cukurs', 'margarīns', 'palmu eļļa', 'rapšu eļļa', 'ūdens', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'aromatizētājs', 'krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukurs', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti kviešu milti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs'];[' {alergēni ir norādīti slīprakstā}: kviešu milti, a\ncukurs, margarīns {palmu me, rapšu eļa, ūdens, emulgatori aka\ne322 {sojas lecitīns} un e471, sāls, skābuma regulētājs e330,\npiektais krāsviela e160a}, ūdens, olas, raugs, invertcukurs, %\ns muga a e322 {sojas lecitīns} un e471, pilnpiena pulveris, fermentēti }\nkviešu milti, sāls, miežu iesala milti, kviešu iesala milti, aromatizētājs.\npaziņojums par uzturvērtību {100 g}: enerģētiskā vērtība\n1841 kj /440 kcal, tauki 21 g, -tostarp vargaree taukskābes 9,63 g,\nogļhidrāti 55 g, -tostarp cukuri 0,7 g, šķiedrvielas 2,3 g,\nolbaltumvielas 6,4 g, sāls 0,90 g.\n|\nneto daudzums: 85 g c\npie temperatūras ne augstākas par 25 c izlietot līdz:\n\n'];2;2;['olas', 'pilnpiena pulveris'];['pilnpiena pulveris', 'olas'];2;0;0;['pilnpiena pulveris', 'olas'];[];[]
n27;54;54;228;['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi un diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un diacetilvīnskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'sāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs bazilika'];[': m as\nā pi  — o - i eļļa, pri emulgators taukskābju monoglicerīdi un bj * | a\na —— uigleridi, sals, konservants kālija sorbāts, skābuma regulētājs citronskābe, aromatizētājs, am ua\nj <} krāsviela karotīni}, augu tauku putukrējums {ūdens, pilnīgi hidrogenēti augu tauki un olas ., = |\n——— {palmu, rapšu, saulespuķu, kukurūzas, sojas}, cukurs, stabilizētāji {sorbīta sīrups, ciete}, piena a m\nau olbaltumvielas, emulgatori {taukskābju monoglicerīdu un digliceridu monoacetilvīnskābes un b jā\nm diacetilvinskābes esteri, sojas iecitīni, taukskābju monoglicerīdu un diglicerīdu pienskābes esteri}, 9\n—————— sāls, aromatizētājs, krāsviela beta-karotīns}, ūdens, kukurūzas ciete, garšviela {cukurs, sāls, sīpolu | ē\nm pulveris, aromatizētāji {satur krāsvielu paprikas ekstraktu}, ķiploku pulveris, garšas pastiprinātāji a4 v\n{mononātrija glutamāts, dinātrija 5 ribonukleotīdi}, skābuma regulētājs citronskābe, maltodekstrīns, | 2805\n— — tomātu pulveris, pilnīgi hidrogenēta rapšu eļļa, krāsviela paprikas ekstrakts, antioksidants = 2:\n—  — rozmarīna ekstrakts}, sāls, cukurs, kaltēti tomāti 0,28%, kaltēts baziliks 0,14%, aromatizētājs 48\nbazilika. varsaturēt olu, zemesriekstu u.c. riekstu daļiņas. uzglabāt: 18+/-5?c temperatūrā. ai\nww 100 g produkta uzturvērtība: enerģētiskā vērtība — 2148 kj/ 515 kcal, tauki -32g {tostarp | :\n—  piesātinātāstaukskābes= 199}, ogļhidrāti—50g {tostarp cukuri-3,44}, olbaltumvielas 6,7 g, | -”\nsāls — 2,3 g. * ieteicamā deva vidusmēra pieaugušajam {e2400 k} vai 2000 kcal}. **1 porcija satur a m a -\nui: aptuveni $ g. šis iepakojums satur = 35 porcijas. ražotājs: sia „orkla latvija , miera iela 22, j | }\n„ - rīga,lv-1001, latvija. tālrunis atsauksmēm +37167080700. www.staburadze.lv ā š ž\nls uzporiu 4 ie\n* mm  orkla 11} || |} | 11 mo\nie fr kra | rtviica , %* 0\n\n'];1;4;['piena olbaltumvielas'];['olas', 'piena', 'olu', 'miera'];1;0;3;['piena'];[];['olas', 'olu', 'miera']
n28;34;34;89;['kviešu milti', 'margarīns', 'augu eļļa', 'palmu', 'rapšu', 'ūdens', 'pārtikas sāls', 'emulgātori', 'sojas lecitīns', 'taukskābju monoglicerīdi un diglicerīdi', 'konservants', 'kālija sorbāts', '<', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'sviesta', 'pārtikas krāsviela', 'beta karotīns', 'rapšu eļļa', 'siers', 'govs piens', 'pārtikas sāls', 'konservants', 'e252', 'siera ieraugs', 'ferments', 'renīns', 'pārtikas krāsviela', 'beta karotīns', 'olu masa', 'sāls', 'kartupeļu ciete', 'cukurs'];[': kviešu milti, margarīns {augu eļļas 80% tootekoltta/10} ertia uz us\na" {palmu, rapšu}, ūdens, pārtikas sāls, emulgātori: {sojas = |99\n! še lecitīns, taukskābju monoglicerīdi un diglicerīdi}, enerģētiska vērtība/ energeetiline vāārtus / energi\na. konservants: kālija sorbāts {<1%}, skābuma regulētājs: | vertē/ energy ga\n- citronskābe, dabīgs aromatizētājs: sviesta, pārtikas = ar easvad/ rie alailfat a\na} krāsviela: beta karotīns}, rapšu eļļa, siers {14%} {govs |\n— piens, pārtikas sāls, konservants. e252, siera ieraugs, — | tostarp piesātinātās taukski\n- sa, sāls {2%}, kartupeļu ciete, cukurs. var. —\ni kā aae a mana niem tiek — a :\nzemesriekstu daļiņas un sezama seklas. uzglabā = ta |\nbrr tuk\nļ 4.\n| : .\n\n'];6;5;['sviesta', 'siers', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];['sviesta', 'siers', 'piens', 'siera', 'karotīns'];4;2;1;['sviesta', 'siers', 'piens', 'siera'];['renīns', 'olu masa'];['karotīns']
n32;5;5;38;['kūpinātas reņģes', 'clupea harengus membras', 'baltijas jūra', 'rapšu eļļa', 'pārtikas sāls'];['īļā u ,\ndalās — ā ——\nav re sa\nbas t , 4 a po } : = jss t\n{s pien n ļ i a\n„vi ils ķ\nm "ba sb d\n: v\n| =\na\nm ,\n11750616"000258\' m\nnas uzglabāt ledusskapī neiiga\n< ,\n" a\nje\n\n'];2;1;['kūpinātas reņģes', 'Clupea harengus membras'];['pien'];0;2;1;[];['kūpinātas reņģes', 'Clupea harengus membras'];['pien']
n33;3;3;114;['tuncis', 'olīveļļa', 'pārtikas sāls'];[': tuncis”**, olīveļļa, pārtikas sāls. izplatītājs: sia j\nnr olwa 2 oliwek, s6l. dystrybutor: bolton polska sp. z 0.0., ul. domaniewska |\nawemnugvop: eoc-jij im ctpmeiolubh e001, rp. coģuna 1839, yj1. "yenonenuko |\nietribuitor: orbico srl - str. nicolae lorga, nr. 28-30, clādirea c2, sector 1,\n{e16022 120. cd tunāk v olivovēm ieeritikm pm, ,\na renublika. go tuniak v olivovom olēji. zloženie: tuniak pruhovany””, ā\n"706 bratislava, slovenskā republika. €9 tyhelļb b iztika\nt } 1pox0nohhomy bkvtm peace 044}2064692. **euthynnus —\nykp {042, m. kui8, npob. hoboone4deplcbkmh 2, nr > —-\ntzez 38omuten / produs de / ražotājs / tootja / vyrobce / araa oo ——\ntel. +39031779111. j\n} "m ģ x\nr in nn ā:\nla « — € km4 | y open here j -\n3 ik\n\n'];1;1;['tuncis'];['tuncis'];1;0;0;['tuncis'];[];[]
n37;5;5;97;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji: karagināns,\npolirosiati, nātrija fosfāti. izlietot līdz un ražošanas din datu a j\niepakojuma. pirms putošanas atdzesēt +2 c... + €\n{ed rēēsk koor 35%. kērapastriseeritud. koostisosad: 3}\nrūēsk koor, stabilisaatorid: karmageen, polifosfaat, dil m\nnaatriumtosfaadid. kēlblik kuni ja tootmise kuupdev. vt 1\npeendī tkl ba lasa ennevahustamist +27... +44 c -\naa ae 35%. apdorota itin aukštoje temperatūroje. :\nsudedamosios me stabilizatoriai: karageninas,\npolifosfatai, natrio fosfatai. tika vartotī ikiir perma data:\n1, ant pakuotes. prieš plakantatvēsinkīte +2 l.. +470\nutmbkm 35%. yrbrparacrepm30bahhoe. {0ctb: }\njimbkm, cta6ww3atopbl: kapparmhah, nonmpocbatbi jā \'\nbocbarol harpus. ynotpedvīb {0 m lara npov3bojcīa: i ss\nna „rare lonon renurihmem ol "rr\n\n'];1;2;['saldais krējums'];['saldais krējums', 'perma'];1;0;1;['saldais krējums'];[];['perma']
n38;5;5;83;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];[': saldais krējums, stabilizētāji nu h\nkaragināns, polifosfāti, rr” fosfāti. izlietot līdz un a\nražošanas datums: skatīt uz iepakojuma, pm .\n{ed rēēskkoor 10%. a — koostisosad: "\nrēēsk koor, stabilisaatorid: karmrageen, polūfosfaat,\nnaatriumfosfaadid. kēlblik kuni ja tootmise kuupdev. vt\nkendilt. < ij\na grietinēlē 10%. apdorota itin aukstoje temperatūroje. "a\nsudedamosios dalys: grietinēlē, stabllizatoriai: -\nkarageninas, polifosfatai, natno fosfatai, tinka vartoti iki ir \'\npa minimo data: žr. ant pakuotēs. . -\n| fd cimbkm 10%. jrībrparactep/30bahhoe. cocrab: —\njimbkm, cta6ww3atopbi: kapparvēāa, nonm$o0cpatbl, d\n{bocpaībi hatpma. ņnorpe6wīb 40 m mara npov3bojctba:\nai r nie derīguma temina/\n\n'];1;1;['saldais krējums'];['saldais krējums'];1;0;0;['saldais krējums'];[];[]
n40;28;28;89;['ūdens', 'rapšu eļļa', 'marinēti dārzeņi', 'gurķi', 'burkāni', 'sīpoli', 'paprika', 'ziedkāposti', 'etiķis', 'aromatizētāji', 'cukurs', 'modificēta ciete', 'vājpiena pulveris', 'sinepes', 'olu dzeltenuma masa', 'jodēts sāls', 'skābuma regulētājs', 'etiķskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns', 'aromatizētājs', 'antioksidants', 'e385'];[': ūdens. rapšu eļļa ,\na marinēti dārzeņi {gurki, burkāni ra a 4\nenergētiskā —— 1845kj sīpoli, paprika, ziedkāposti etikis\nvērtība 995keal aromatizētāji}, cukurs, - gg\ntauku... 300 modieicēta ciete, vājpiena\n"tostarp pulveris, sinepes, olu\npiesātinātās dzeltenuma masa, jodēts sāls,\ntaukskābes... 229 skābuma regulētājs {etikskābe}\nuglaidrāti........ 189 biezinātājs {ksantāna sveki}\n" 1ostarp konservants {kālija sorbāts}\nkuri... 100 krāsviela {beta -karotīns}\nolbaltumvielas 110 aromatizētājs, antioksidants\nvi n t -\n18 {88\nieteicams līdz: skatīt atzīmi uz iepakojuma —\n, "zglabāt temperatūrā no +2 līdz +20 "c\n% pēc atvēršanas uzglabāt ledusskapī +2..+8 0\nma —————— až{cr\net razotajs: sia splive babītes pac\n\n'];2;4;['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena', 'olu', 'dzeltenuma', 'karotīns'];2;0;2;['vājpiena', 'olu'];[];['dzeltenuma', 'karotīns']
n41;28;28;83;['rapšu eļļa', 'ūdens', 'tomātu pasta', 'cukurs', 'etiķis', 'garšvielu maisījums', 'maltodekstrīns', 'sāls', 'sīpoli', 'cukurs', 'rauga ekstrakts', 'garšvielas', 'paprika', 'burkāni', 'pastinaks', 'aromatizētājs', 'sūkalu pulveris', 'skābuma regulētājs etiķskābe', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'sinepju pulveris', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'konservants kālija sorbāts', 'krāsviela paprikas ekstrakts', 'antioksidants e385'];[': rapšu ela, ūdens tomātu\nzi * s r r r r:\nenerģētiskā 1826k pasta {5%, cukurs, etiķis, garšvielu\nvērtība... ..44dkcal —malsījums {maltodekstrīns, sāls, sīpol,\nlauki lg cukurs, rauga ekstrakts garšvielas aršvielas\niaujd piesātinātās pīkols burkāni, pastinaks, aromatizētājs, ———————\ntaukskābes .....33g — sūkalu pulveris skābuma regulētājs\nogļhidrāti... 987 etiķskābe} olu dzeltenuma pulvens\niestarp cukuri..6,5g  nodificēta ciete, sāls, sinepju pulveris,\nubaltumvielas.....1 6 —stabilzētāji {ksantāna, gvāra sveķi}\nsāls... ...... lg —konservants kālija sorbāts, krāsviela\n4 rapēmeļlasizcelsme\n—— s < iepakojuma. uzglabāt temperatūrā —- 71 |\npe — n aa aa ae ek a m\n\n'];2;2;['sūkalu pulveris', 'olu dzeltenuma pulveris'];['sūkalu pulveris', 'olu dzeltenuma'];2;0;0;['sūkalu pulveris', 'olu dzeltenuma'];[];[]
n42;40;40;112;['saldskābmaize', 'rudzu milti', 'kviešu milti', 'cukurs', 'raugs', 'ķimenes', 'sāls', 'rudzu iesals', 'kviešu lipeklis', 'rapšu eļļa', 'krējuma sīpolu aromāts', 'sāls', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātāji', 'e621', 'e635', 'cukurs', 'piena pulveris', 'kviešu proteīna olbaltumvielas', 'kviešu ekstrakts', 'ķiploku pulveris', 'siera pulveris', 'kvieši', 'siers', 'sviests', 'sāls', 'skābuma regulētājs', 'e270', 'e330', 'palmu eļļa', 'aromatizētājs', 'garšvielas', 'irdinātājs', 'e551', 'skābuma regulētājs', 'e327', 'hidrolizētas augu olbaltumvielas', 'saulespuķu eļļa', 'sāls'];[': saldskābmaize {rudzu milti, kviešu milti, cukurs, raugs,\nķimenes, sāls, rudzu iesals, kviešu lipeklis}, rapšu eļļa, krējuma sīpolu\naromats 2% {sāls, sīpolu pulveris, dekstroze, garšas pastiprinātāji:\ne621, e633, cukurs, piena pulveris, kviešu proteīna olbaltumvielas,\nkviešu ekstrakts, ķiploku pulveris, siera pulveris {kvieši, siers,\nsviests, sāls}, skābuma regulētājs: e270, e330, palmu eļļa,\naromatizētajs, garšvielas, irdinātājs: e351, skābuma regulētājs: e327,\nhidrolizētas augu olbaltumvielas, saulespuķu eļļa}, sals.\n\nenerģētiskā vērtība: 1518 kj/ 363 kcal.\n\n. 100 g produkta satur: taukus 16 g, tostarp piesātinātās taukskābes\n1,2 g, ogļhidrātus 45 g, tostarp cukurus 7,1 g, olbaltumvielas 6,0 g, sāli\n2,2 g. produkta gatavošana notiek vidē, kur var atrasties zemesriekstu,\nmandeļu, lazdu riekstu, valriekstu, pistāciju, sezama sēklu, olu, piena,\nsojas, kviešu un rudzu miltu daļiņas.\nleteicamā 1701hādanas temneratūra»+ +27202495300 t+toemneratūrā pēr\n\n'];4;7;['piena pulveris', 'siera pulveris', 'siers', 'sviests'];['sīpolu pulveris', 'piena', 'siera', 'krējuma', 'siers', 'olu', 'sviests'];4;0;3;['siers', 'sviests', 'piena', 'siera'];[];['sīpolu pulveris', 'krējuma', 'olu']
n43;25;25;80;['rapšu eļļa', 'ūdens', 'sinepes', 'ūdens', 'sinepju pulveris', 'cukurs', 'rapšu eļļa', 'sāls', 'skābuma regulētājs etiķskābe', 'konservants kālija sorbāts', 'etiķis', 'medus', 'olu pulveris', 'modificēta ciete', 'sāls', 'cukurs', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'krāsviela beta', 'karotīns', 'ķiploku pulveris', 'konservants kālija sorbāts', 'melnie pipari', 'antioksidants e385'];[": rapšu eļļa, ūdens,\nenerģētiskā e12644} sinepes 5,5% {ūdens, sinepju '\nvērtība... 453kcal pulveris vada tiairkiij ka\ntauki.................4} g sāls, skābuma regulētājs etiķskābe,\ntostarp piesātinātās  konservants kālija sorbāts}, etiķis.\nliukskābes... 35 medus, olu pulveris modele\nogļhidrāti ...........5,1g ciete, sāls, cukurs, stabilizētāji\nolbaltumvielas... 4g neta-karatīns, ķiploku pulvera\nsāls.................. | 06g kanservaņts kālija sorlājs menē\npipari antieksidants e385. rapšu\n— ellasizcelsme-e9--\ni —— a pe ieee ie ee s\n== j 4 ieteicams līdz skatīt atzīmi z _\n— es c iepakojuma at avēršanas 12 pā\nee k a d ž—\n\n"];2;2;['medus', 'olu pulveris'];['olu pulveris', 'medus'];2;0;0;['olu pulveris', 'medus'];[];[]
n45;24;24;139;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];[': saulespuku eļļa, ūdens, tomātu biezenis 15%\netiķis, cukurs, glikozes - fruktozes sīrups, olu dzeltenums,\nsāls, modificēta kukurūzas ciete, dilles 1,1 %, vorčesteras\nmērce {miežu iesala etikis, melase, invertcukura sīrups, |\nūdens, sīpoli, sāls, tamarinda ekstrakts, ķiploki, garšvielas,\n\ndik citronu eļļa}, sinepju pulveris, biezinātāji: ksantāna sveši, |\nal guāra sveķi, aromatizētāji, krāsaviela: riboflavīns, diļju " a _\n|p_ ekstrakts. i — 76 krāsā\n| uzturvērtība 100 g: enerģētikā vērtība 1540 x /5/2 y\n\ns tauki 36 g, tostarp piesātinātās taukskābes 3.1 8 o\n\nogļhidrāti 12 g, tostarp cukuri 9,3 g, ž |\n\nšu ā ae oik nelas 1,0 g, sāls2,1 8.\n\n*kiedrvielas 0,33 g, olbaltumvielas +1,0 8  mudaikā, }\n\n. atvērtu uzglabāt ledusskapī un izlietot 6 nedēļu ā\n\nleteicams līdz: skatīt uz iepakojuma ražots a iela 119b.\n\natībāie kau ulgesta un partneri, a\n\nwww nenz eu d akemant polen / pays de production, pologne\ns n\n\nm ss — n ah a10. aa rr au\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n48;40;40;109;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšas pastiprinātāji', 'e621', 'aromatizētāji'];[": ūdens, rapšu eļļa, invertcukura\nsīrups, sarkanvīna etiķis, konservēts sarkana\npaprika {6%}, ananāsu sulas koncentrāts,\nsinepju sēklas, kornišoni, cukurs, garšvielas\niķimenes, paprika, kajēnas pipari, a zena,\nkurkuma, koriandrs, ingvers, krustnagliņas,\nmelnie pipari, baltie ou piparmētra, rozā\npipari, zaļie pipari, čili}, olu dzeltenuma pul-\nveris, modificēta ciete, sāls, etiķis, biezinātāji\n, bats sveķi, ksantāna sveķi}, z ķiploki,\nābolu etiķis, konservanti {e202, e211}, garšas '\npastiprinātāji {e621}, aromatizētāji.\nloksutada! sakrata!\nā sailitamine aaa peioļies poa\nēc atvēršanas: aukstā uzg ja. ā\navamine: keera kork lahti ja eemalda tihend | a\nenne kasutamist. gav -\natvēršana: noskrūvēt plastmasas vāciņu,\nnoņemat nost aizsargplēvi.\ntoitevaārtus/100 g + uzturvielas/100 g: |\nge me 1327/320 kj/kcal\nnerģētiskā vērtība\n' rasvad / tauki 28 a pr we m1 po |\n\n"];1;1;['olu dzeltenuma pulveris'];['olu dzeltenuma'];1;0;0;['olu dzeltenuma'];[];[]
n52;16;16;105;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];[': ūdens, rapšu eļļa, tomātu pasta, cukurs, modificēta\n_-— ciete, sāls, vājpiena pulveris, skābuma regulētājs {etiķskābe},\n\nss biezinātāji {guāra sveķi, ksantāna sveķi}, garšvielas, aromatizētaji,\n\nel konservants {kālija sorbāts}.\ni 2 produkta vidējā uzturvērtība 100 g: | ieteicams līdz:\nbe 6 enerģētiskā vē skatīt atzīmi uz iepakojuma. m a\n — žž fkā vērība pokionr nes. ok m * uzglabāt emperatīrā\nž : ps : tostar a siina as tikaj 5: 6.\n\nā lrtd guku a... eeeennena bo uzglabāt ledusskapi. "\no dalumvielas aaa 07\ns ša | neto: 809 |\n\nda ko kļeu iēžotājs: sa „orda fonds latvija” ziaigēn ea, m8\n\ntes, rf la spilve, babītes pag., babītes nov., lv-2101, latvija. a a f aa „—\n\n'];1;1;['vājpiena pulveris'];['vājpiena pulveris'];1;0;0;['vājpiena pulveris'];[];[]
n53;25;25;98;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];[': ūdens, i ž eļļa, cukurs, vājpiena pulveris, siers, siera\n| aromatizētājs or sūkalu pulveri, siera pulveri}, sinepju a: olu\ndzeltenuma pulveris, ķiploki, sīpoli, vorčesteras mērce, sāls, biezinātāj\n{modificēta ciete, guāra sveķi, ksantāna sveki}, garšvielas, skābuma\nregulētāji {etiķskābe, pienskābe}, konservants {kālija sorbāts}. ,\niii āā?ī?ī?ī?ī?ī?:?:x:x:x:x:x:x:?:?:?:?:iiiiiiiii i nn n en\nprodukta vidējā uzturvērtība 100 g: pieejas ipekamā ——\ni 0 20 |. urgabētiempectīš\nīodeli piesātinātās taukskābes ....... 29 0.129 u\n00 pr i n n 6g | pēc atvēršanas\nolbaltumvielas 15 ķ +\ns o neto: 3/9g : ā\nt —————— .\nražotājs: sia: „orkla foods latvija", zvaigzņu iela !,\n\'orkla spilve, babītes pag., babītes nov., {2101. a\nbezmaksas tālrunis atsauksmēm {+371} 80004450.\nwww.spilva,lv\n} pn e44022? 090010 tām!\n\n'];6;6;['vājpiena pulveris', 'siers', 'siera aromatizētājs', 'sūkalu pulveri', 'siera pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'siers', 'sūkalu pulveri', 'siera', 'olu dzeltenuma', 'siera'];6;0;0;['vājpiena pulveris', 'siers', 'sūkalu pulveri', 'siera', 'olu dzeltenuma', 'siera'];[];[]
